Title,Price,Depreciation/Yr,Registration Date,Engine Capacity,Mileage/Km,Vehicle Type
Volvo S60 T2,"$75,800","$16,150 /yr",21-Dec-2017,"1,498 cc","78,158 km",Luxury
Jaguar E-PACE 2.0A Prestige,"$125,000","$19,410 /yr",25-Jul-2019,"1,997 cc","87,365 km",SUV
Honda Civic 1.6A VTi,"$55,888","$15,930 /yr",14-Nov-2016,"1,597 cc","88,000 km",Sedan
BMW 5 Series 520i,"$174,800","$23,000 /yr",27-Feb-2020,"1,998 cc","52,200 km",Luxury
Mazda 6 2.0A Executive,"$81,888","$16,870 /yr",15-Mar-2018,"1,998 cc","84,000 km",Luxury
BMW X3 sDrive20i,"$156,800","$24,680 /yr",26-Apr-2019,"1,998 cc","58,748 km",SUV
Mitsubishi Attrage 1.2A (OPC),"$67,800","$10,980 /yr",03-Dec-2019,"1,193 cc","18,000 km",Sedan
Nissan Qashqai 1.2A DIG-T,"$81,800","$14,250 /yr",26-Dec-2018,"1,197 cc","60,000 km",SUV
Nissan Qashqai 1.2A DIG-T Premium,"$47,888","$13,600 /yr",30-Dec-2016,"1,197 cc",-,SUV
Mercedes-Benz B-Class B180 Style,"$63,000","$17,240 /yr",05-Dec-2016,"1,595 cc","75,369 km",Hatchback
Nissan Note 1.2A DIG-S (OPC),"$40,800","$12,460 /yr",20-Jan-2017,"1,198 cc","8,042 km",Hatchback
Toyota C-HR Hybrid 1.8A S,"$94,800","$16,950 /yr",02-Jan-2019,"1,797 cc","56,000 km",SUV
Mercedes-Benz E-Class E220d Premium,"$112,800","$23,960 /yr",18-Sep-2017,"1,950 cc","72,800 km",Luxury
Mercedes-Benz GLC-Class GLC250 AMG Line 4MATIC,"$157,888","$30,940 /yr",25-Jan-2018,"1,991 cc","82,552 km",SUV
Volkswagen Sportsvan 1.4A Highline Sunroof,"$58,800","$15,680 /yr",30-Nov-2016,"1,395 cc","71,000 km",Hatchback
Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,"$183,888","$28,670 /yr",29-Mar-2019,"1,991 cc",-,SUV
Lexus RX350 (COE till 08/2030),"$89,800","$13,500 /yr",18-Aug-2010,"3,456 cc","150,000 km",SUV
Audi A4 Cabriolet 2.0A TFSI S-Line (COE till 09/2028),"$69,800","$14,640 /yr",29-Sep-2008,"1,984 cc",-,Sports
Mazda CX-9 2.5A Turbo,"$139,700","$22,290 /yr",17-May-2019,"2,488 cc","52,000 km",SUV
Nissan X-Trail 2.0A Premium 7-Seater Sunroof,"$81,700","$16,390 /yr",26-Feb-2018,"1,997 cc","38,000 km",Sedan
Audi A5 Sportback Mild Hybrid 2.0A TFSI S-tronic,"$169,800","$21,450 /yr",21-Nov-2020,"1,984 cc","29,000 km",Luxury
MINI One 1.5A,"$115,800","$16,390 /yr",19-Jun-2020,"1,499 cc","54,000 km",Hatchback
BMW X4 xDrive30i M-Sport,"$181,800","$28,960 /yr",21-Dec-2018,"1,998 cc","60,000 km",SUV
Honda Grace 1.5A LX,"$87,800","$13,890 /yr",17-Dec-2019,"1,496 cc","41,000 km",Sedan
Subaru XV 2.0i-S EyeSight,"$96,800","$15,190 /yr",29-Nov-2019,"1,995 cc","72,000 km",Sedan
Honda Shuttle 1.5A G,"$55,888","$15,090 /yr",23-May-2017,"1,496 cc","75,000 km",Stationwagon
Volkswagen Jetta GP 1.4A TSI Highline,"$44,800","$12,850 /yr",22-Aug-2016,"1,390 cc","112,000 km",Sedan
Toyota MRS 1.8A V-Edition (COE till 04/2028),"$77,800","$18,030 /yr",17-Apr-2008,"1,794 cc",-,Sports
Toyota Corolla Altis 1.6A Standard,"$86,800","$14,520 /yr",11-Apr-2019,"1,598 cc","50,000 km",Sedan
Honda HR-V 1.5A LX,"$89,800","$14,710 /yr",25-Apr-2019,"1,496 cc","47,507 km",SUV
Audi A3 Sportback 1.4A TFSI CoD S-tronic,"$121,588","$16,250 /yr",14-Sep-2020,"1,395 cc","55,000 km",Hatchback
Mercedes-Benz E-Class E200 Avantgarde,"$125,800","$23,370 /yr",07-Dec-2017,"1,991 cc","79,000 km",Luxury
Honda Odyssey 2.4A Sunroof (COE till 08/2029),"$69,800","$12,270 /yr",16-Dec-2009,"2,354 cc","176,000 km",MPV
Chevrolet Spark 1.0M (COE till 11/2028),"$37,800","$7,730 /yr",13-Nov-2008,995 cc,"97,667 km",Hatchback
Toyota Picnic 2.0A (COE till 05/2028),"$54,800","$12,380 /yr",28-May-2008,"1,998 cc",-,MPV
Subaru Exiga 2.0A GT Moonroof (COE till 10/2028),"$70,800","$14,780 /yr",07-Oct-2008,"1,994 cc","142,000 km",MPV
Chevrolet Orlando 1.4A Turbo LS,"$43,800","$13,360 /yr",31-Aug-2016,"1,362 cc","93,000 km",MPV
Jeep Compass Limited 2.4A (COE till 04/2028),"$69,998","$16,100 /yr",29-Apr-2008,"2,359 cc","132,295 km",SUV
Honda Civic 1.6A VTi,"$55,800","$15,990 /yr",08-Nov-2016,"1,597 cc",-,Sedan
Mitsubishi Lancer EX 1.5A Sports (COE till 08/2025),"$21,800","$13,490 /yr",06-Aug-2010,"1,499 cc","169,000 km",Sedan
Toyota Prius Plus Hybrid 1.8A,"$102,000","$16,920 /yr",18-Apr-2019,"1,798 cc","78,000 km",MPV
Mercedes-Benz B-Class B180 (New 10-yr COE),"$117,888","$11,780 /yr",27-Feb-2014,"1,595 cc","139,000 km",Hatchback
Volvo V40 T2,"$37,388","$14,870 /yr",12-Nov-2015,"1,498 cc",-,Hatchback
Subaru Forester 2.0i-L Sunroof,"$28,998","$17,270 /yr",24-Mar-2015,"1,995 cc","111,015 km",SUV
Honda Fit 1.3A GF,"$77,800","$13,020 /yr",19-Sep-2019,"1,317 cc","65,500 km",Hatchback
Honda Vezel 1.5A G Honda Sensing,"$125,800","$15,380 /yr",22-Sep-2021,"1,496 cc","16,000 km",SUV
Mercedes-Benz CLA-Class CLA180 Urban,"$80,000","$20,890 /yr",23-Oct-2017,"1,595 cc","114,000 km",Luxury
Kia Sorento 2.4A GDi Sunroof,"$48,888","$17,500 /yr",14-Sep-2015,"2,359 cc","124,000 km",SUV
BMW 3 Series 323i Convertible (COE till 08/2028),"$67,500","$14,420 /yr",28-Aug-2008,"2,497 cc","118,113 km",Luxury
MINI One 1.5A 5DR Piccadilly Edition,"$122,800","$16,620 /yr",28-Sep-2020,"1,499 cc","39,000 km",Hatchback
Mazda 2 1.5A,"$40,500","$12,720 /yr",11-Oct-2016,"1,496 cc","80,997 km",Sedan
Renault Grand Scenic Diesel 1.5A dCi BOSE Edition Sunroof,"$110,800","$17,060 /yr",28-Nov-2019,"1,461 cc","50,088 km",MPV
Mercedes-Benz CLA-Class CLA180,"$37,500","$21,660 /yr",07-Apr-2015,"1,595 cc","139,880 km",Luxury
Citroen C4 1.2A PureTech,"$37,888","$12,830 /yr",08-Aug-2016,"1,199 cc","90,000 km",SUV
Mazda 6 2.0A Executive,"$46,800","$16,750 /yr",18-Feb-2016,"1,998 cc","88,192 km",Luxury
Toyota Alphard 2.4A (COE till 02/2030),"$98,800","$16,110 /yr",09-Feb-2010,"2,362 cc","130,352 km",MPV
Mercedes-Benz GLB-Class GLB35 AMG 4MATIC 7-Seater,"$269,888","$29,750 /yr",22-Nov-2021,"1,991 cc","32,555 km",SUV
BMW 3 Series 320i (COE till 12/2028),"$64,800","$12,910 /yr",30-Dec-2008,"1,995 cc","147,000 km",Luxury
Hyundai i30 1.6A Sunroof (COE till 01/2030),"$67,800","$11,100 /yr",09-Feb-2010,"1,591 cc",-,Stationwagon
BMW 5 Series 535i M-Sport Sunroof (COE till 10/2031),"$129,800","$16,520 /yr",18-Nov-2011,"2,979 cc","97,153 km",Luxury
Chevrolet Cruze 1.6A (COE till 09/2025),"$19,500","$11,020 /yr",16-Mar-2011,"1,598 cc",-,Sedan
Mazda Biante 2.0A,"$67,800","$18,380 /yr",23-Jan-2017,"1,998 cc","88,093 km",MPV
Mitsubishi Lancer 1.6A (COE till 04/2028),"$47,800","$11,070 /yr",18-Apr-2008,"1,584 cc","164,000 km",Sedan
Mercedes-Benz E-Class E250 (COE till 04/2031),"$98,800","$13,440 /yr",17-Feb-2012,"1,796 cc","145,000 km",Luxury
Toyota Corolla Altis 1.6A Elegance,"$43,800","$16,350 /yr",22-Jan-2016,"1,598 cc","134,000 km",Sedan
Toyota Prius Plus Hybrid 1.8A,"$96,000","$17,730 /yr",18-Sep-2018,"1,798 cc",-,MPV
Toyota Corolla Altis 1.6A (COE till 06/2026),"$28,800","$11,440 /yr",29-Aug-2006,"1,598 cc",-,Sedan
Toyota Wish 1.8A,"$67,800","$16,630 /yr",16-Jun-2017,"1,798 cc",-,MPV
Kia Cerato 1.6A EX,"$85,500","$13,920 /yr",08-Aug-2019,"1,591 cc","45,000 km",Sedan
Nissan Navara NP300 Double-Cab 2.3A,"$73,800","$20,350 /yr",10-Aug-2017,"2,298 cc","51,000 km",Truck
Volkswagen Jetta 1.4 TSI (COE till 09/2025),"$20,088","$11,350 /yr",08-Oct-2010,"1,390 cc",-,Sedan
Jaguar XE Diesel 2.0A Prestige,"$56,800","$17,070 /yr",17-May-2016,"1,999 cc",-,Luxury
Honda Fit 1.3A GF,"$75,588","$13,410 /yr",30-May-2019,"1,317 cc","68,197 km",Hatchback
Toyota Voxy Hybrid 1.8A X,"$158,500","$22,190 /yr",01-Jun-2020,"1,797 cc","25,000 km",MPV
Porsche Boxster 2.7A PDK (COE till 07/2032),"$223,800","$26,000 /yr",10-Oct-2012,"2,706 cc","65,980 km",Sports
Honda Vezel 1.5A X,"$49,800","$15,240 /yr",19-Oct-2016,"1,496 cc","122,000 km",SUV
BMW X1 sDrive20i M-Sport,"$155,800","$19,830 /yr",27-Jul-2020,"1,998 cc","73,000 km",SUV
Toyota C-HR Hybrid 1.8A S,"$98,800","$16,890 /yr",11-Mar-2019,"1,797 cc","45,000 km",SUV
Honda Vezel Hybrid 1.5A X,"$57,800","$16,450 /yr",05-May-2017,"1,496 cc","83,590 km",SUV
Volvo XC90 2.5T R-Design (COE till 11/2025),"$29,800","$15,670 /yr",18-Nov-2005,"2,521 cc",-,SUV
Nissan Serena S-Hybrid 2.0A X,"$47,800","$19,690 /yr",02-Nov-2015,"1,997 cc","95,000 km",MPV
Mercedes-Benz E-Class E200,"$52,800","$18,450 /yr",22-Jun-2015,"1,991 cc","134,833 km",Luxury
Mitsubishi Evolution 10 GSR (COE till 08/2028),"$120,800","$26,180 /yr",04-Aug-2008,"1,998 cc","4,000 km",Sports
Mitsubishi Lancer 1.6M GLX Sports (COE till 12/2027),"$51,800","$12,880 /yr",28-Jan-2008,"1,584 cc",-,Sedan
Toyota Vios 1.5A G,"$68,888","$14,400 /yr",20-Mar-2018,"1,496 cc","70,637 km",Sedan
Volkswagen Golf 1.2A TSI (New 5-yr COE),"$65,800","$13,150 /yr",25-Jul-2014,"1,197 cc",-,Hatchback
Honda Civic 1.6A VTi,"$60,800","$17,510 /yr",21-Nov-2016,"1,597 cc",-,Sedan
Renault Grand Scenic Diesel 1.5A dCi Sunroof,"$99,800","$16,360 /yr",16-Jul-2019,"1,461 cc","73,680 km",MPV
Hyundai Elantra 1.6A GLS S (OPC),"$62,800","$14,860 /yr",20-Oct-2017,"1,591 cc","66,889 km",Sedan
Honda CR-V 2.4A Sunroof,"$41,888","$18,670 /yr",05-May-2015,"2,354 cc","92,000 km",SUV
Volkswagen Scirocco 1.4A TSI (COE till 04/2031),"$81,800","$11,120 /yr",12-Oct-2011,"1,390 cc","147,527 km",Sports
Mazda 2 HB 1.5A Standard,"$62,888","$11,490 /yr",29-Oct-2018,"1,496 cc","41,000 km",Hatchback
Mercedes-Benz A-Class A180 SE,-,N.A,03-May-2016,"1,595 cc","105,500 km",Hatchback
Porsche 911 GT3 RS 4.0A PDK,"$625,000","$268,730 /yr",15-Sep-2015,"3,996 cc","59,800 km",Sports
Toyota Rush 1.5A X (COE till 06/2029),"$66,800","$12,150 /yr",23-Jun-2009,"1,495 cc","162,450 km",SUV
Renault Kadjar Diesel 1.5A dCi,"$38,888","$13,330 /yr",10-Jun-2016,"1,461 cc","130,000 km",SUV
Mazda CX-9 2.5A Turbo,"$101,888","$19,970 /yr",26-Feb-2018,"2,488 cc","146,000 km",SUV
BMW 1 Series 116i Sportline,"$148,888","$16,090 /yr",25-Feb-2022,"1,499 cc","35,800 km",Hatchback
Honda Vezel 1.5A X,"$63,800","$14,850 /yr",16-Nov-2017,"1,496 cc","55,218 km",SUV
Nissan Cabstar 3.0M,"$29,800","$12,950 /yr",13-Apr-2016,"2,953 cc",-,Truck
Citroen Grand C4 Picasso Diesel 1.6A BlueHDi,"$67,800","$15,210 /yr",13-Dec-2017,"1,560 cc","160,000 km",MPV
Volkswagen Sharan 2.0A TSI Panoramic Roof (COE till 10/2031),"$110,800","$14,100 /yr",04-Nov-2011,"1,984 cc",-,MPV
BMW 2 Series 216i Gran Tourer,"$143,800","$18,470 /yr",26-Aug-2020,"1,499 cc","63,200 km",MPV
Subaru Forester 2.0A XT Sunroof,"$51,800","$17,630 /yr",17-May-2016,"1,998 cc","116,500 km",SUV
Porsche Boxster 2.9A PDK (COE till 08/2029),"$128,800","$22,630 /yr",01-Apr-2010,"2,893 cc","113,000 km",Sports
Toyota Estima 2.4A X 8-Seater (COE till 09/2028),"$71,800","$15,270 /yr",05-Sep-2008,"2,362 cc","143,000 km",MPV
BMW 4 Series 420i Gran Coupe Sunroof,"$49,800","$24,270 /yr",30-Jan-2015,"1,997 cc","100,000 km",Luxury
Mercedes-Benz E-Class E200 Avantgarde,"$116,000","$23,020 /yr",28-Jul-2017,"1,991 cc","88,028 km",Luxury
Audi TT Coupe 2.0A TFSI S-tronic,"$166,100","$24,210 /yr",30-Aug-2019,"1,984 cc","49,076 km",Sports
Honda Shuttle 1.5A G LED,"$68,800","$14,720 /yr",02-May-2018,"1,496 cc","79,110 km",Stationwagon
Mazda 3 HB Mild Hybrid 1.5A Astina Sunroof,"$102,800","$15,920 /yr",15-Oct-2019,"1,496 cc","84,000 km",Hatchback
Volkswagen Golf 1.4A TSI,"$34,888","$15,050 /yr",29-Dec-2015,"1,395 cc","110,000 km",Hatchback
Kia Sorento Diesel 2.2A CRDi Sunroof,"$99,800","$18,750 /yr",25-Jun-2018,"2,199 cc","73,600 km",SUV
Renault Megane RS 1.8A TCe,"$141,800","$21,220 /yr",31-Oct-2019,"1,798 cc","55,500 km",Sports
Porsche Macan 2.0A PDK (New 10-yrs COE),"$230,800","$23,060 /yr",06-Feb-2015,"1,984 cc","65,200 km",SUV
Mercedes-Benz E-Class E200K (COE till 11/2027),"$48,800","$12,530 /yr",16-Nov-2007,"1,796 cc","146,000 km",Luxury
BMW 1 Series 116d,"$52,800","$16,740 /yr",27-Oct-2016,"1,496 cc","106,000 km",Hatchback
Audi A3 Sedan 1.0A TFSI S-tronic,"$83,000","$16,460 /yr",19-Mar-2018,999 cc,"80,500 km",Luxury
Renault Captur 1.5A dCi,"$31,800","$14,510 /yr",31-Dec-2015,"1,461 cc","128,000 km",SUV
Citroen Grand C4 Picasso 1.6A THP Sunroof,"$49,888","$15,190 /yr",17-Jun-2016,"1,598 cc","98,000 km",MPV
Honda Shuttle Hybrid 1.5A LED,"$97,800","$15,160 /yr",26-Dec-2019,"1,496 cc","41,042 km",Stationwagon
Mercedes-Benz A-Class A180 Style,"$52,800","$19,370 /yr",16-Mar-2016,"1,595 cc","78,888 km",Hatchback
Bentley Flying Spur 4.0A V8 S Sunroof,"$380,003","$61,900 /yr",28-Jun-2017,"3,993 cc","37,745 km",Luxury
Infiniti Q60 Coupe 2.0A T,"$96,500","$20,980 /yr",30-Jun-2017,"1,991 cc","99,000 km",Sports
Honda Airwave 1.5A M (COE till 11/2027),"$46,800","$11,970 /yr",21-Nov-2007,"1,496 cc",-,Stationwagon
Suzuki Grand Vitara 2.0A (COE till 10/2028),"$57,800","$11,900 /yr",27-Mar-2009,"1,995 cc",-,SUV
Porsche Panamera G2 3.0A PDK,"$326,800","$51,960 /yr",06-Aug-2018,"2,995 cc","59,500 km",Luxury
Toyota Corolla Altis 1.6A,"$50,800","$16,570 /yr",15-Jun-2016,"1,598 cc","60,500 km",Sedan
MINI Cooper S Clubman 2.0A,"$75,800","$22,620 /yr",15-Jul-2016,"1,998 cc","105,500 km",Sports
Toyota Voxy Hybrid 1.8A ZS,"$225,800","$21,730 /yr",05-Dec-2023,"1,797 cc",89 km,MPV
BMW M2 Coupe,"$207,800","$35,640 /yr",12-Sep-2018,"2,979 cc","54,888 km",Sports
Mercedes-Benz S-Class S450L Mild Hybrid 4MATIC,"$409,800","$43,160 /yr",29-Jun-2021,"2,999 cc","13,120 km",Luxury
Volkswagen Sharan 2.0A TSI,"$104,500","$18,970 /yr",31-May-2018,"1,984 cc","122,976 km",MPV
Mazda 6 2.0A,"$61,500","$15,430 /yr",26-Apr-2017,"1,998 cc","69,448 km",Luxury
Audi A3 Sportback 1.0A TFSI S-tronic,"$80,000","$15,320 /yr",10-May-2018,999 cc,"81,005 km",Hatchback
Toyota Prius Plus Hybrid 1.8A,"$102,000","$17,650 /yr",28-Jan-2019,"1,798 cc","76,437 km",MPV
Hyundai Avante 1.6A Elite Sunroof,"$110,800","$14,500 /yr",19-May-2021,"1,598 cc","60,000 km",Sedan
Honda Shuttle 1.5A G,"$79,800","$15,220 /yr",13-Dec-2018,"1,496 cc","46,000 km",Stationwagon
Volvo S60 T2,"$48,500","$15,020 /yr",27-Apr-2016,"1,498 cc","105,500 km",Luxury
Kia Stonic 1.0T SX Sunroof,"$82,800","$13,540 /yr",03-Oct-2019,998 cc,"71,000 km",SUV
Honda City 1.5A SV,"$68,800","$13,770 /yr",07-May-2018,"1,497 cc",-,Sedan
Mitsubishi Evolution 10 GSR SST (COE till 09/2028),"$128,000","$26,910 /yr",25-Sep-2008,"1,998 cc",-,Sports
Mazda 3 Mild Hybrid 1.5A Classic,"$109,800","$14,310 /yr",22-Jun-2021,"1,496 cc","64,088 km",Sedan
BMW X3 Mild Hybrid xDrive20i M-Sport,"$246,800","$25,480 /yr",24-Jun-2022,"1,998 cc","15,827 km",SUV
BMW 3 Series 330i M-Sport,"$178,800","$26,750 /yr",26-Apr-2019,"1,998 cc","44,500 km",Luxury
Subaru Forester 2.0A XT Sunroof,"$65,800","$17,940 /yr",10-Feb-2017,"1,998 cc","112,200 km",SUV
BMW 2 Series 216i Gran Tourer Luxury,"$92,800","$17,640 /yr",29-Mar-2018,"1,499 cc","88,000 km",MPV
BMW X2 sDrive18i M-Sport X,"$190,800","$18,680 /yr",16-Nov-2022,"1,499 cc","10,271 km",SUV
Renault Megane GT 1.6A TCe,"$98,800","$16,190 /yr",30-Mar-2019,"1,618 cc","71,000 km",Hatchback
Mazda 5 2.0A SP Sunroof,"$60,800","$15,290 /yr",25-Apr-2017,"1,998 cc","113,094 km",MPV
Honda Freed Hybrid 1.5A G Honda Sensing,"$97,800","$18,070 /yr",20-Nov-2018,"1,496 cc","49,000 km",MPV
Toyota Sienta 1.5A Standard,"$123,500","$14,340 /yr",22-Dec-2021,"1,496 cc","30,601 km",MPV
BMW 2 Series 216i Gran Tourer,"$80,700","$16,310 /yr",06-Nov-2017,"1,499 cc","82,690 km",MPV
Honda Civic 1.6A VTi,"$56,800","$16,840 /yr",10-Oct-2016,"1,597 cc","85,000 km",Sedan
Skoda Octavia 1.4A TSI Ambition Plus,"$99,500","$14,640 /yr",30-Jan-2020,"1,395 cc","56,000 km",Sedan
Volkswagen Golf GTI 5DR Sunroof (COE till 11/2028),"$67,800","$13,730 /yr",03-Mar-2009,"1,984 cc","182,000 km",Sports
Renault Clio Diesel 1.5A dCi,"$27,800","$13,700 /yr",29-Oct-2015,"1,461 cc","110,500 km",Hatchback
BMW X1 sDrive20i,"$70,000","$20,630 /yr",01-Jul-2016,"1,998 cc","122,000 km",SUV
Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,"$40,888","$16,790 /yr",19-Oct-2015,"1,395 cc","90,500 km",Luxury
Ford Focus RS 2.3M GTDI,"$86,800","$24,860 /yr",15-Sep-2016,"2,261 cc","102,000 km",Sports
Mitsubishi Outlander 2.4A Sunroof,"$31,800","$16,190 /yr",28-May-2015,"2,360 cc","114,753 km",SUV
Audi A5 Sportback 2.0A TFSI S-tronic Design,"$100,500","$22,390 /yr",11-Jul-2017,"1,984 cc","110,000 km",Luxury
Mazda 5 2.0A SP Sunroof (COE till 11/2027),"$51,800","$13,160 /yr",12-Dec-2007,"1,999 cc","151,000 km",MPV
Opel Insignia Grandsport Diesel 1.6A Turbo,"$72,800","$12,370 /yr",27-Aug-2018,"1,598 cc","255,000 km",Luxury
Honda Vezel Hybrid 1.5A X Honda Sensing,"$70,142","$17,050 /yr",12-Dec-2017,"1,496 cc","54,931 km",SUV
BMW 5 Series 523i (COE till 09/2030),"$91,800","$13,550 /yr",12-Oct-2010,"2,497 cc","126,000 km",Luxury
Mercedes-Benz S-Class S320L,"$273,200","$33,700 /yr",17-Jan-2020,"2,996 cc","34,259 km",Luxury
Alpine A110 1.8A,"$179,500","$26,350 /yr",18-Jul-2019,"1,798 cc","48,000 km",Sports
Mercedes-Benz CLA-Class CLA45 S AMG 4MATIC+ Premium Plus,"$306,888","$35,360 /yr",23-Apr-2021,"1,991 cc","16,220 km",Sports
McLaren 12C (COE till 03/2032),"$400,000","$48,420 /yr",27-Mar-2012,"3,798 cc",-,Sports
Mercedes-Benz C-Class C200K (COE till 03/2029),"$67,800","$12,860 /yr",30-Apr-2009,"1,796 cc","155,275 km",Luxury
BMW 1 Series 116i,"$26,800","$16,450 /yr",27-Feb-2015,"1,598 cc","160,000 km",Hatchback
Lexus RX350L Premium 7-Seater,"$165,800","$25,710 /yr",28-Aug-2018,"3,456 cc","82,113 km",SUV
Mitsubishi Fuso Canter FEB21 (New 5-yr COE),"$69,800","$13,940 /yr",19-Feb-2014,"2,998 cc",-,Truck
Mitsubishi Fuso Canter FEB21 (New 5-yr COE),"$69,800","$13,940 /yr",19-Feb-2014,"2,998 cc",-,Truck
Audi A4 2.0A MU (COE till 05/2027),"$44,800","$13,060 /yr",30-May-2007,"1,984 cc","109,390 km",Luxury
Kia Cerato K3 1.6A,"$61,800","$13,310 /yr",12-Mar-2018,"1,591 cc","113,528 km",Sedan
Toyota Vios 1.5A E,"$52,000","$13,160 /yr",21-Aug-2017,"1,496 cc","125,980 km",Sedan
Isuzu CYH52T (COE till 06/2030),"$138,800","$21,480 /yr",10-Jun-2010,"15,681 cc",-,Truck
Citroen e-Dispatch Electric,"$118,800","$12,770 /yr",12-Apr-2023,-,-,Van
Toyota Hiace Commuter 3.0A GL (New 5-yr COE),"$78,800","$15,740 /yr",19-Nov-2014,"2,982 cc",-,Bus
Lotus Exige S (COE till 12/2030),"$196,000","$27,900 /yr",24-Oct-2011,"1,796 cc","92,000 km",Sports
SEAT Arona 1.0A EcoTSI Style,"$62,800","$12,720 /yr",25-Jul-2018,999 cc,"113,000 km",SUV
BMW 3 Series 318i,"$96,800","$18,160 /yr",21-Mar-2018,"1,499 cc","113,045 km",Luxury
Lexus IS Hybrid IS300h Executive,"$127,500","$21,890 /yr",10-Oct-2018,"2,494 cc","78,000 km",Luxury
Kia Sorento Diesel 2.2A CRDi Sunroof,"$77,600","$18,230 /yr",06-Feb-2017,"2,199 cc","79,000 km",SUV
Hyundai Avante 1.6A Elite Sunroof,"$116,388","$14,840 /yr",28-Jul-2021,"1,598 cc","39,500 km",Sedan
Tesla Model 3 Electric Performance AWD,"$190,800","$21,280 /yr",27-Aug-2021,-,"6,400 km",Luxury
Toyota Alphard 2.5A Z,"$365,800","$33,900 /yr",31-Oct-2023,"2,493 cc","3,100 km",MPV
Audi A4 2.0A TFSI S-tronic,"$111,888","$18,410 /yr",27-Dec-2018,"1,984 cc","86,000 km",Luxury
Mercedes-Benz S-Class S450L Mild Hybrid,"$455,800","$43,770 /yr",29-Apr-2022,"2,999 cc","12,515 km",Luxury
Toyota Rush 1.5A (COE till 09/2027),"$44,800","$11,980 /yr",20-Sep-2007,"1,495 cc","158,438 km",SUV
Honda Vezel Hybrid 1.5A X,"$51,800","$16,660 /yr",09-Dec-2016,"1,496 cc","89,000 km",SUV
Mitsubishi Lancer EX 1.5A Sports (COE till 12/2024),"$13,400","$13,220 /yr",29-Dec-2009,"1,499 cc","127,000 km",Sedan
Porsche 911 Carrera S Cabriolet 3.8A PDK (COE till 03/2033),"$369,999","$39,900 /yr",10-May-2013,"3,800 cc","55,999 km",Sports
BMW M3 Sedan Competition Package,"$525,000","$49,780 /yr",31-Oct-2022,"2,993 cc","3,400 km",Sports
Toyota Wish 1.8A Elegance,"$50,800","$16,740 /yr",02-Jun-2016,"1,798 cc","97,862 km",MPV
Mitsubishi Lancer EX 1.6A,"$42,800","$13,550 /yr",12-Aug-2016,"1,590 cc","59,399 km",Sedan
Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,"$206,500","$26,990 /yr",07-Apr-2020,"1,991 cc","42,000 km",SUV
Honda Odyssey 2.4A EX-S 8-Seater,"$84,888","$20,700 /yr",05-May-2017,"2,356 cc","83,000 km",MPV
Honda Mobilio 1.5A RS i-VTEC Luxe,"$39,800","$15,880 /yr",16-Nov-2015,"1,497 cc","110,495 km",MPV
MINI Cooper Electric Sunroof,"$169,800","$20,470 /yr",30-Mar-2022,-,"22,188 km",Hatchback
Mercedes-Benz E-Class E180 Avantgarde,"$179,800","$21,810 /yr",30-Nov-2020,"1,497 cc","63,130 km",Luxury
Volvo XC60 T5 Momentum,"$136,800","$25,410 /yr",21-Jun-2018,"1,969 cc","56,772 km",SUV
Toyota Sienta 1.5A Elegance,"$124,800","$14,410 /yr",17-Dec-2021,"1,496 cc","31,800 km",MPV
Toyota Harrier 2.0A Premium Panoramic Roof,"$55,800","$20,180 /yr",14-Jan-2016,"1,986 cc","99,182 km",SUV
Mercedes-Benz CLA-Class CLA180,"$56,000","$20,810 /yr",14-Jan-2016,"1,595 cc",-,Luxury
Mercedes-Benz E-Class E350 CGI Coupe (COE till 04/2031),"$88,800","$12,080 /yr",12-May-2011,"3,498 cc","127,000 km",Sports
Toyota Corolla Altis 1.6A,"$53,500","$15,710 /yr",24-Oct-2016,"1,598 cc","93,200 km",Sedan
Toyota Hiace Commuter 2.8A GL High Roof,"$149,800","$15,250 /yr",19-Oct-2023,"2,754 cc",-,Bus
BMW 2 Series 216d Gran Tourer Luxury,"$49,800","$18,730 /yr",19-Dec-2015,"1,496 cc","106,600 km",Hatchback
Toyota Hiace 3.0M,"$66,800","$13,220 /yr",11-Jan-2019,"2,982 cc",-,Van
Honda Fit 1.3A Honda Sensing,"$119,800","$13,070 /yr",12-Dec-2022,"1,317 cc",-,Hatchback
Subaru Forester 2.0i-L Sunroof,"$50,888","$16,560 /yr",29-Jul-2016,"1,995 cc","79,888 km",SUV
BMW 3 Series 318i M-Sport,"$212,800","$20,910 /yr",31-Oct-2022,"1,998 cc","17,000 km",Luxury
Hyundai Starex 2.5M CRDi,"$19,800","$10,660 /yr",02-Nov-2015,"2,497 cc",-,Van
Mercedes-Benz C-Class C180 CGI (COE till 09/2032),"$105,800","$12,060 /yr",01-Nov-2012,"1,595 cc",-,Luxury
Volkswagen Golf 1.4A TSI,"$31,300","$15,140 /yr",29-Sep-2015,"1,395 cc",-,Hatchback
BMW X1 sDrive16i M-Sport,"$203,800","$20,280 /yr",16-Dec-2022,"1,499 cc","6,000 km",SUV
Toyota Hiace Commuter 2.8A GL High Roof,"$151,988","$15,760 /yr",15-Aug-2023,"2,754 cc",-,Bus
MINI One 1.5A,"$98,800","$14,570 /yr",11-Mar-2020,"1,499 cc","30,800 km",Hatchback
